company,frequency,recency,monetary,low_hp,medium_hp,high_hp,old_,recent_,low_mileage,medium_mileage,high_mileage,less_5k,_5k_10k_,_10k_,profit_per_car
"Auto Garden Speyer, Inh. Deniz Cuhadar",1,5,4,1,1,0,2,0,1,1,0,0,1,1,484.5
Van der Linden Motorcars,5,5,10,3,5,8,12,4,3,13,0,0,2,14,1360.75
KHLIBOROB ANDRIY IHOROVYCH,1,10,5,1,0,0,0,1,1,0,0,0,0,1,701
IVAN GRINČUK I.V.,1,3,2,1,0,0,1,0,0,0,1,1,0,0,507
"CAR POINT, Inh. Yasin Gedikli",3,6,7,4,2,0,5,1,2,4,0,1,3,2,572.3333333
"BEST autoworks, Inh. Hüseyin Tamtürk",2,6,5,1,3,0,4,0,0,3,1,1,2,1,697.5
"SENOL ÖZ, Inh. Senol Öz",4,4,6,7,3,0,10,0,1,4,5,7,2,1,609.6
"Graf.A.A., Inh. Anatol Graf",3,6,9,1,7,0,8,0,0,7,1,0,1,7,1250.625
ROIASLAV TRANS SRL,3,6,5,8,0,0,8,0,1,1,6,8,0,0,512.5
NÓGRÁD CAR KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,4,3,5,12,0,0,12,0,0,9,3,12,0,0,448.3333333
Miroslav Končítek,3,5,2,4,2,0,6,0,0,1,5,6,0,0,152.3333333
"Campus Cars, Inh. Seymen Karaali",2,4,4,2,1,0,3,0,0,0,3,2,1,0,771
"Fast Cars, Inh. Talha Yildiz",3,9,7,5,0,0,2,3,5,0,0,1,1,3,502.6
Automobile Rosario GmbH,1,10,4,0,1,0,1,0,0,1,0,0,0,1,1063
"Fahrzeughandel Süral, Inh. Atilla Süral",3,7,4,5,0,0,5,0,3,1,1,3,2,0,90.6
Auto Leitner GmbH,1,10,4,1,1,0,1,1,1,0,1,0,2,0,-292
Pflock-Tuning Ltd.,6,3,9,25,0,0,11,14,16,9,0,2,15,8,459.84
ELETTRODIESEL DI F.LLI FIOR GINO & FEDERICO S.N.C.,1,8,5,2,0,0,1,1,1,1,0,0,1,1,1239
MOTORNOVA S.R.L.,2,9,8,2,0,1,0,3,3,0,0,0,0,3,874
Marcontrol Car Bt.,1,7,3,2,0,0,2,0,0,2,0,2,0,0,356.5
SARL AUTOMARKET,1,10,4,1,0,0,0,1,1,0,0,0,0,1,-2245
MAREK ADAMOWICZ MARADA - AUTOTRANSPORT,5,6,7,10,5,0,15,0,1,8,6,13,1,1,486.9333333
Jaroslav Mackevič,1,10,3,1,0,0,1,0,0,0,1,0,1,0,757
KOSTOPOYLOS TIMOLEON KONSTANTINOS MY CAR,1,10,4,1,0,0,0,1,1,0,0,0,0,1,384
Oldtimer Technik Bonn GmbH,1,7,1,1,0,0,1,0,0,1,0,1,0,0,268
CTF PRESTIGE,1,8,5,0,2,0,2,0,2,0,0,0,0,2,706
AVTOTEHNIKA-PM EOOD,4,7,10,3,8,0,0,11,9,2,0,0,0,11,925
"BLAZO - Automobile, Inh. Blazo Kovacki",4,6,7,11,1,0,12,0,6,6,0,5,6,1,676.5833333
ND Automobile GmbH,2,4,9,0,3,1,0,4,4,0,0,0,0,4,577.75
BERUK YEVHENIY,1,2,2,1,0,0,1,0,1,0,0,1,0,0,491
AFOI TENENTE O.E.,1,10,2,1,0,0,0,1,0,0,1,1,0,0,554
CIPBORDA AUTOMOBILE S.R.L,1,5,3,2,0,0,2,0,0,0,2,2,0,0,528
Autohaus Grampp GmbH,1,7,5,0,1,0,0,1,1,0,0,0,0,1,961
National HB Auto,3,2,7,4,2,2,8,0,5,3,0,4,3,1,-84.375
"Timal, s.r.o.",3,8,5,5,0,0,5,0,0,2,3,3,2,0,675.6
TÓTH-DÁVID DÓRA E.V.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,361
Autopark Neuendorf AG,1,10,5,0,1,0,0,1,1,0,0,0,0,1,519
PAINT & GO SL,1,9,7,1,0,1,1,1,0,1,1,1,0,1,641
VEGACARS AUTOCASION SLU,1,7,4,0,0,2,2,0,1,0,1,0,1,1,-164
MARTIN ROJAS 4 POR 4 SL,1,9,6,1,1,0,2,0,1,0,1,1,0,1,1288
GENNADI AGGELIKI NIKOLAOS,1,10,2,1,0,0,1,0,0,0,1,1,0,0,249
V.O.F. AUTOBEDRIJF LOVEN,1,5,2,1,0,0,0,1,1,0,0,1,0,0,-424
SARL AGENCE DV AUTOS,4,6,11,1,1,8,2,8,10,0,0,0,1,9,1995.9
Holst Automobiler. Gladsaxe A/S,1,10,9,0,0,2,0,2,2,0,0,0,0,2,1863
Autobedrijf H. Witte,1,10,4,2,0,0,2,0,2,0,0,0,1,1,839
Firma Usługowo Handlowa Witold Kapuścik,1,10,4,1,0,0,1,0,0,1,0,0,0,1,959
ML Autovermietung Frankenthal e.K.,2,10,3,3,0,0,3,0,2,1,0,3,0,0,94.33333333
LA GROTTA MARGHERITA,1,8,3,1,0,0,1,0,0,1,0,0,1,0,967
AUTOMOBILI DRAČAR d.o.o.,5,4,5,16,0,0,16,0,0,11,5,16,0,0,398.8125
PRO4DRIVE UNIPESSOAL LDA,2,10,4,3,0,0,3,0,0,3,0,3,0,0,452.6666667
SOCIETE D'ECHALLENS,1,10,5,0,1,0,0,1,1,0,0,0,0,1,781
Autohaus Bühler GmbH,1,3,5,1,0,0,0,1,1,0,0,0,0,1,1370
"Automobile Kuhn, Inh. Viktor Kuhn",1,9,3,1,0,0,1,0,0,1,0,0,1,0,777
Garage Zwarte Zee,1,7,2,1,0,0,1,0,0,1,0,1,0,0,412
Gregor Paprozki Stacja Diagnostyczna Gregor,1,10,2,2,0,0,2,0,0,1,1,2,0,0,321.5
Autohaus Piper GmbH,1,9,5,2,0,0,0,2,2,0,0,0,1,1,875
"XS Gebrauchtwagen, Inh. Servan Savucu",7,6,11,1,11,25,33,4,6,21,10,0,8,29,190.6216216
Reinpo-autoFive s.r.o,4,5,6,12,0,0,12,0,0,11,1,9,3,0,529.9166667
"PAWEŁ ADAMSKI FIRMA HANDLOWO USŁUGOWA ""PLUS""",1,10,2,0,1,0,1,0,0,0,1,1,0,0,590
"""CZYŚCIOCH"" Pranie dywanów i tapicerki Adam Słupek",2,8,4,4,0,0,4,0,0,4,0,4,0,0,552
Klaus Süßdorf GmbH,3,8,9,2,2,1,0,5,5,0,0,0,1,4,178.6
DJAVTO DARKO JOVIĆ S.P.,4,7,8,7,3,0,9,1,0,9,1,1,6,3,819.8
AIR SOFT GUN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,10,4,0,1,0,1,0,0,0,1,0,0,1,434
JAGAUTO66 KFT,1,10,4,0,2,0,0,2,0,2,0,0,1,1,371.5
A.V AUTOS,1,10,5,0,1,0,1,0,0,1,0,0,0,1,1653
"Koncars Autohandel, Inh. Seyit Mehmet Akcay",1,8,3,0,1,0,1,0,0,1,0,0,1,0,1125
CARS 21 SAS,7,6,12,15,17,5,0,37,36,1,0,0,0,37,296.5945946
"J.P. Automobile, Inh. Jacek Paterski",1,10,4,0,2,0,2,0,0,2,0,0,1,1,-868.5
"MAK-AUTO, Marcin Szuba",7,5,8,39,5,0,43,1,0,12,32,41,3,0,328.3636364
HULIY SVITLANA MYKOLAYIVNA,1,10,2,1,0,0,1,0,0,1,0,1,0,0,640
ASMO OÜ,3,6,7,4,2,1,6,1,0,2,5,1,4,2,491.4285714
"AUTO KUĆA VIDOVIĆ, d.o.o.",2,7,4,4,0,0,3,1,1,3,0,3,1,0,358
Pothorszki József EV,1,8,2,1,0,0,1,0,0,1,0,1,0,0,736
VESELA LUKS EOOD,1,10,3,0,1,0,1,0,0,0,1,0,1,0,1272
DAPE Service s.r.o.,1,9,3,1,0,0,1,0,0,0,1,0,1,0,1017
JAC & CO B.V.,6,3,10,11,12,0,14,9,12,11,0,2,9,12,463.8695652
Bft - zum Boxenstop Inh. Cagla Ceyhan,2,5,4,4,0,0,4,0,0,2,2,3,1,0,258.5
Autohaus Haarlammert GmbH & Co. KG,1,8,7,1,0,1,0,2,2,0,0,0,0,2,482
F.L.ZS.Autó Kft,2,3,3,2,1,0,3,0,0,1,2,3,0,0,513.3333333
Dorn GmbH,2,10,5,3,0,0,2,1,3,0,0,0,2,1,790
IntactMotors,1,6,2,2,0,0,2,0,1,1,0,2,0,0,12
BAREA AUTOMOCION SLU,1,10,7,0,0,1,0,1,1,0,0,0,0,1,-1600
AUTO HANDEL Kamil Kozioł,3,3,5,3,5,1,9,0,0,3,6,8,1,0,246.1111111
"NEAN SERVICE, s.r.o",3,2,5,6,3,0,9,0,1,3,5,9,0,0,249.7777778
"VIKING CARS, spol. s r.o.",1,10,2,0,1,0,1,0,0,0,1,1,0,0,758
EMMEAUTO CASILINA S.R.L.,1,10,7,0,1,0,0,1,1,0,0,0,0,1,1457
"Kum & Kum Automobile, Inh. Igor Andzic",1,10,5,0,1,0,0,1,1,0,0,0,0,1,1252
"Autopark Wolfenbüttel, Inh. Ertan Aslan",1,10,5,1,1,0,0,2,0,2,0,0,0,2,602.5
TSIAMAS FOTIOS NIKOLOAS,3,9,7,5,0,0,0,5,3,2,0,0,2,3,461.6
SILVER CARS SŁAWOMIR ZWIERZCHOWSKI,4,3,6,8,3,1,12,0,0,0,12,10,2,0,656.3333333
AVB Auto's,5,1,7,17,0,0,17,0,5,11,1,16,1,0,613.1176471
Admiral Deutscher Handelskontor GmbH,2,4,5,2,1,0,2,1,1,2,0,1,1,1,458.3333333
Mustafa Cem Cihan,4,4,7,3,6,1,10,0,0,9,1,5,4,1,269.9
Sarl Navi,6,3,10,21,1,0,2,20,19,3,0,0,2,20,961.2272727
TRANS LP FUVAROZÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,6,8,3,0,1,1,3,4,0,0,0,0,4,-1387.75
IGOR OLIVEIRA UNIPESSOAL LDA,1,10,5,2,0,0,0,2,2,0,0,0,1,1,350.5
Rivan Auto's,1,10,2,1,0,0,1,0,0,1,0,1,0,0,842
RATNA CONSULTING SRL,1,8,3,1,0,0,1,0,0,0,1,0,1,0,735
Phu Marmaris Przemyslaw Kijewski,1,9,2,2,0,0,2,0,0,1,1,2,0,0,408
Autohaus Ludewig GmbH,3,7,9,4,2,0,1,5,6,0,0,0,0,6,908.6666667
GROUPE SEVESTRE AUTOS,9,4,12,56,7,7,24,46,56,14,0,0,27,43,1295.114286
AUTOMOVILES LOS TORRAOS SL,1,10,3,1,0,0,0,1,0,0,1,0,1,0,330
AUTO IMPORT GROUP s.r.o.,3,5,7,3,2,0,5,0,0,3,2,0,2,3,1254.6
Dorwin Handelsonderneming,1,4,4,1,0,0,0,1,1,0,0,0,0,1,349
"VAN (VENDITA, ACQUISTO E NOLEGGIO ATTREZZATURE) S.R.L.",1,10,3,0,1,0,1,0,0,1,0,0,1,0,539
Auto-Center Günther,1,10,3,1,0,0,0,1,1,0,0,0,1,0,597
MB PLUS LEVANTE SL,1,8,2,1,0,0,1,0,0,1,0,1,0,0,457
SLEEPLESS EVENTES SL,1,9,8,0,0,1,0,1,1,0,0,0,0,1,2456
SIBRÃO & FERNANDES LDA,2,4,4,3,0,0,3,0,0,3,0,3,0,0,399.6666667
Autohaus Schander GmbH,3,10,9,4,4,0,0,8,7,1,0,0,1,7,220.25
Autohaus H. Mertel GmbH,2,9,6,4,0,0,0,4,4,0,0,0,2,2,652
BARBARA FUENTES,2,9,4,0,3,0,3,0,0,3,0,0,3,0,889.3333333
E X MPOUNOS KAI SIA OE || MOTORLAND,1,9,3,1,0,0,1,0,0,1,0,0,1,0,1456
Andrzej Todys,1,10,3,1,0,0,1,0,0,1,0,0,1,0,335
"Autopro & NG Auto Petkov, Georgi & Gyokovski Kiril GbR",4,7,5,9,1,0,10,0,2,7,1,10,0,0,395.6
"T&T Motors e.K., Inh. Dominik Timpe",3,9,9,2,6,1,6,3,3,5,1,0,2,7,1034.111111
Autohaus W. Manikowski Cuxhaven KG,3,9,9,2,3,0,0,5,5,0,0,0,0,5,664.6
JUAN ENRIQUE SL,2,7,5,3,0,0,1,2,3,0,0,0,1,2,771.3333333
G.B.B. MOTORS SRL,2,9,8,3,1,0,1,3,4,0,0,0,1,3,1003.5
AUTOCONCURRENT EMMEN B.V.,7,1,10,28,6,1,23,12,6,29,0,9,16,10,660.7714286
"ATZ-DELMENHORST, Inh. Oktay Fidan",4,6,9,4,8,1,7,6,6,7,0,4,1,8,646.6923077
FORMULAS REBELDES - COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,1,8,2,1,0,0,1,0,0,0,1,1,0,0,696
PEREIRA CANDEIAS UNIPESSOAL LDA,1,7,4,1,0,0,0,1,1,0,0,0,0,1,-758
AUTOMOTIVE.FR,3,8,4,6,1,0,7,0,0,6,1,7,0,0,467.7142857
"Carcenter Doruk, Inh. Burhan Doruk",5,3,5,16,2,0,18,0,7,11,0,18,0,0,551.9444444
FHU BEST DIVA Sarbina Mrówka,3,5,6,2,3,0,4,1,1,3,1,1,3,1,435.4
F.M. S.R.L.,3,1,10,3,5,1,0,9,9,0,0,0,0,9,406.1111111
PAA GLOBAL storitve d.o.o.,7,4,10,36,3,0,0,39,20,18,1,0,13,26,506.2820513
MARCELL INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,2,5,15,1,0,15,1,0,11,5,16,0,0,404.875
Autobedrijf Verschuren,1,7,3,0,1,0,1,0,0,1,0,0,1,0,572
ALEX BEST CAR SRL,1,10,2,1,0,0,1,0,0,1,0,1,0,0,262
Refox co s.r.o.,1,7,1,1,0,0,1,0,0,0,1,1,0,0,85
HIFITECH S.R.L.,3,6,5,8,1,0,9,0,0,2,7,9,0,0,494.4444444
GROUPE L ESPACE H - L ESPACE H OBERNAI,2,6,9,0,2,2,0,4,4,0,0,0,0,4,1581
SOCAR 93,1,9,2,1,0,0,1,0,0,1,0,1,0,0,798
Welta Kft.,2,7,4,4,0,0,4,0,0,2,2,3,1,0,636.75
MPOTSARIS HARALAMPOS KAI SIA EE,1,10,3,1,0,0,0,1,0,1,0,0,1,0,334
U.M.C.O. '96 SRL,1,8,2,1,0,0,1,0,0,1,0,1,0,0,83
"Unterfranken Automobile, Inh. Enes Bacaksiz",4,6,10,2,2,7,1,10,4,7,0,0,1,10,807.5454545
SARL GREGOR AUTOMOBILES,2,7,7,2,0,1,2,1,3,0,0,0,0,3,1550
AUTO NĚMEČEK s.r.o,1,10,3,1,0,0,1,0,0,0,1,0,1,0,1009
PABLO FERNANDEZ BENITEZ,1,9,6,0,0,1,0,1,0,1,0,0,0,1,1021
"Jürgen Stark Automobile, Inh. Jürgen Stark",3,10,6,6,0,0,4,2,5,0,1,1,4,1,546.1666667
Autobedrijf Bergsma,2,8,5,4,0,0,3,1,4,0,0,0,3,1,720.5
Wisse Automotive Renault,2,7,7,4,0,0,0,4,4,0,0,0,1,3,867
Jan Doubek,2,9,4,3,0,0,3,0,1,1,1,3,0,0,1016.666667
"CarPort h&h, Inh. Hassan Rida Hamze",1,8,2,2,0,0,2,0,2,0,0,2,0,0,256
AEAEA SIA,1,5,3,1,0,0,0,1,0,1,0,0,1,0,82
"CGS Automobile, Inh. Zhinan Song",6,2,10,2,8,13,17,6,6,14,3,1,7,15,-142.0869565
THEODORAKI AIKATERINI NIKOLAOS,2,6,4,3,0,0,1,2,1,2,0,2,1,0,657.3333333
EXCEL CAR 31,1,8,4,2,0,0,2,0,0,2,0,1,1,0,670.5
"Autohandel NY, Inh. Nurettin Yilmaz",1,8,3,1,0,0,1,0,0,0,1,0,1,0,1171
Sidakov Oleg Vladimirovich,3,3,3,4,1,0,5,0,0,1,4,5,0,0,472.6
LibertySound s.r.o.,1,9,3,0,0,1,1,0,0,0,1,0,1,0,341
Kraftfahrzeuge Gerhardt GmbH,3,6,9,3,3,2,1,7,5,3,0,1,1,6,-977.75
Andersen & Martini Biler A/S - Greve,7,7,12,1,1,40,0,42,42,0,0,0,0,42,2122.547619
AUTO PONUDA d.o.o.,3,2,8,9,0,0,7,2,0,9,0,0,5,4,928.5555556
MOX D.O.O.,1,8,4,2,0,0,0,2,0,1,1,0,2,0,522.5
KFZ Werkstatt Etterich GmbH,1,10,4,0,1,0,0,1,1,0,0,0,0,1,1427
AUTOMOBILI LOW COST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFIC ATA UNIPERSONAL,1,2,3,1,0,0,0,1,1,0,0,0,1,0,366
TADEUŠ MAKOVSKIJ I.V.,1,10,3,1,1,0,2,0,0,2,0,1,1,0,961
"Ozkaya, Alpay",1,7,2,1,0,0,1,0,0,1,0,1,0,0,444
"Autoforum Özkan, Inh. Mehmet Özkan",7,3,10,5,29,3,34,3,0,37,0,2,21,14,790.1891892
"Autohaus Euromobile, Inh. Irina Franjic",2,4,3,3,0,0,3,0,1,2,0,3,0,0,803
DDC AUTOMOBILE inh. Damir Colovic,2,8,5,3,1,0,4,0,0,0,4,2,2,0,609.5
BUTZI TARGA,5,5,9,11,4,1,14,2,15,1,0,1,10,5,869.8125
PERFECT AUTO MARKET S.R.L.,2,7,5,0,3,0,3,0,0,1,2,0,2,1,1513.333333
"SPRL VERDEJO SUPPLIES, Bernardo Verdejo",1,9,3,2,0,0,2,0,0,2,0,2,0,0,599
"Carsold, s.r.o.",4,4,7,10,2,0,9,3,0,7,5,7,4,1,751.3333333
"DOUGLAS, VERBANCK",1,7,5,0,1,0,0,1,1,0,0,0,0,1,1416
"Filkov KFZ und Maschinen Handel, Inh. Oleg Filkov",1,10,4,1,0,0,0,1,0,1,0,0,0,1,939
TRIPLE SMILE LDA,2,8,7,4,0,0,1,3,4,0,0,0,1,3,801.25
"KFZ Handel, Inh. Frank Strümpfler",1,8,3,2,0,0,2,0,0,1,1,1,1,0,292
Luxury & Performance Selection,7,1,12,1,7,23,15,16,25,6,0,1,0,30,1879.83871
Ojetiny s.r.o.,1,10,3,0,1,0,0,1,0,0,1,0,1,0,853
PUZZLINDEX - UNIPESSOAL LDA,1,6,4,1,1,0,2,0,0,0,2,0,2,0,656.5
GRUPO GARBE 2005 SL,2,10,4,3,0,0,3,0,0,2,1,2,1,0,548.3333333
MECANICA SALVADOR SL,1,10,5,0,1,0,0,1,1,0,0,0,0,1,-1382
BVBA AUTO'S MARTENS Crimaco,1,10,4,1,0,0,0,1,1,0,0,0,0,1,430
JASI AUTO Kft.,4,8,4,10,0,0,10,0,0,6,4,10,0,0,294.6
Tomasz Jaśkiewicz,1,9,2,1,0,0,1,0,0,1,0,1,0,0,370
Jan Čábelka,1,10,3,0,1,0,1,0,0,0,1,0,1,0,-721
AUTOVIV PARK S.R.L.,6,3,9,17,4,1,22,0,0,8,14,5,14,3,789.5454545
BServices Group s.r.o.,1,10,2,2,0,0,2,0,0,0,2,2,0,0,286
Autohaus Pankotsch GmbH,2,9,7,3,0,0,0,3,3,0,0,0,0,3,1239
"Fa. Mansour / Fa. Jaeckel, Inh. Walid Mansour Jamaleddine",3,7,5,6,0,0,6,0,3,3,0,1,5,0,647.5
MONSIEUR ALI ISSA,1,9,3,1,0,0,1,0,0,1,0,0,1,0,-345
RO.IN.GROUP AUTO S.R.L.S. UNIPERSONALE,2,5,4,3,0,0,3,0,1,2,0,1,2,0,516
Egü motors Bt.,1,10,5,2,0,0,1,1,2,0,0,0,1,1,1431.5
GROUPE MJ2P - JLR INVESTISSEMENTS -  LESPARRE MEDOC - PEUGEOT RENAULT DACIA CITROEN VW AUDI MULTI,2,8,6,3,0,0,0,3,3,0,0,0,0,3,469.3333333
"IX-CLASSICS, Inh. Stefan Nießner",1,9,2,1,0,0,1,0,0,1,0,1,0,0,486
VG MOBIL d.o.o.,3,4,9,9,0,0,0,9,7,2,0,0,3,6,802.8888889
Auto J+R spol. s r.o.,1,8,3,2,0,0,2,0,0,0,2,2,0,0,482
MAX GALANT Ltd,1,7,5,1,1,0,0,2,0,0,2,0,1,1,774
"""AUTOVENDO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",1,10,3,1,1,0,2,0,0,2,0,2,0,0,76
GROUPE JPV - fréjus,8,7,12,13,28,16,4,53,57,0,0,0,0,57,1212.017544
RUXCARS INTERSERV SRL,1,10,3,2,0,0,2,0,0,1,1,2,0,0,386
J-Gépjármű Invest Kft,2,10,4,4,0,0,4,0,0,4,0,4,0,0,46
Gekkoocar Korlátolt Felelősségű Társaság,3,3,6,0,7,0,7,0,1,1,5,4,3,0,529.4285714
TRANSPORT AUTO 2012 EOOD,5,6,5,18,1,0,19,0,0,7,12,19,0,0,398.8947368
COSMIN ROMAN,1,10,2,1,0,0,1,0,0,0,1,1,0,0,562
Marcel Auto's,1,10,5,0,1,0,0,1,0,1,0,0,0,1,704
AXA CARS LEASING S.R.L.,1,9,2,0,1,0,1,0,0,0,1,1,0,0,825
CUSTOM LAND SURVEY SRL,1,7,3,0,1,0,1,0,0,0,1,0,1,0,379
"AVTO GR, GAŠPER ROPRET S.P.",3,9,9,2,5,2,6,3,1,4,4,1,6,2,-278.3333333
PORTUS MD EISAGOGIKI EXAGOGIKI MONOPROSOPI IKE ||PORTUS MD MONOPROSOPI IKE,2,8,6,3,1,0,1,3,1,2,1,0,3,1,-190.5
Automobile Freutel KG,2,4,8,3,1,0,0,4,4,0,0,0,1,3,784.75
"FHU ""AUTO-HANDEL"" GRZEGORZ KOLASA",1,8,3,0,1,0,0,1,1,0,0,0,1,0,-165
Inchcape Motors Latvia,2,9,9,0,4,0,0,4,4,0,0,0,0,4,10.75
"Clean Cars, Inh. Marco Neumann",2,8,4,2,0,1,3,0,1,2,0,2,0,1,-989
MGA EXCLUSIVE TEAM S.R.L.,1,4,4,2,0,0,2,0,0,1,1,1,1,0,525.5
PALUMBO FRANCO AUTOMOTIVE DI PALUMBO DANIELE LUIGI,1,7,4,1,0,0,0,1,1,0,0,0,0,1,502
TEB-CAR s. r. o.,2,1,8,4,0,0,0,4,3,1,0,0,0,4,1207.75
"Autohaus Yaprak, Inh. Murat Yaprak",4,5,7,5,4,1,10,0,6,2,2,5,3,2,823.7
"Auto-Arenz, Inh. Ingo Arenz",4,7,4,14,0,0,14,0,0,14,0,14,0,0,326.3571429
ARTIME FREIRE HNOS SL,1,7,3,0,1,0,1,0,0,1,0,0,1,0,201
"Autohandel Lindenau, Inh. Daniel Döring",6,4,8,19,4,0,23,0,12,11,0,21,2,0,367
SPRL M A DREAM CAR,4,10,5,10,0,0,10,0,0,10,0,10,0,0,443.3
Y-CARS,2,9,6,3,0,0,0,3,3,0,0,0,0,3,429.6666667
NOT INTERESTED - AUTOMICHELET,2,8,3,2,1,0,3,0,0,3,0,2,1,0,471
"Kfz-Handel Daniel, Inh. Toni Daniel",2,9,3,3,0,0,3,0,1,2,0,3,0,0,518
Campwood GmbH,1,4,4,1,0,0,0,1,1,0,0,0,0,1,625
DK-CARS,3,8,5,2,4,1,7,0,2,4,1,6,1,0,451
F-T Automobile GmbH,2,2,7,0,0,3,3,0,0,0,3,0,0,3,1298.333333
Auto Bouwer,6,4,10,16,5,1,0,22,22,0,0,0,1,21,1463.318182
Picard auto,1,9,2,1,0,0,1,0,0,1,0,1,0,0,846
Autohaus Houda GmbH,1,6,2,0,1,0,1,0,0,0,1,1,0,0,297
"Auto Lemmer, Andre Need",7,2,9,34,2,0,26,10,11,25,0,15,14,7,717.9444444
Auto marketing lux,6,4,9,23,5,1,28,1,10,19,0,11,10,8,846.4827586
OSCAR HERNANDEZ MARTINEZ,1,8,2,1,0,0,1,0,0,1,0,1,0,0,215
"""AUTO-PERFEKT"" - MATEUSZ SZEWCZYK",1,9,2,1,0,0,1,0,0,1,0,1,0,0,348
"Dienstleistungen N. Schanze, Inh. Nicole Schanze",7,3,9,26,5,0,30,1,6,25,0,28,3,0,588.2258065
"Autohaus-Schulenburg, Inh. Melanie Borggreve",6,7,10,17,8,1,21,5,3,23,0,1,9,16,1120.423077
"Autopark Sennestadt, Inh. Sertac Cabadag",1,10,4,2,0,0,2,0,0,2,0,1,1,0,302
AUTO CONCEPT,6,5,9,9,4,7,16,4,10,10,0,5,8,7,527.45
KOSYFARINHS HARALAMPOS APOSTOLOS,1,10,3,1,0,0,0,1,0,1,0,0,1,0,366
GIV GRUP DOO uvoz-izvoz SKOPJE,1,10,3,1,0,0,1,0,0,0,1,0,1,0,508
Lenka Jagerová,1,9,2,0,1,0,1,0,0,0,1,1,0,0,432
PAULO VENTURA COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,3,3,4,4,1,0,5,0,0,5,0,5,0,0,611.4
Autobedrijf Björn Erkens,1,2,5,0,0,1,1,0,0,1,0,0,0,1,700
BRAMOTORS SL,1,9,4,1,1,0,2,0,0,2,0,1,0,1,714.5
CĂPUȘAN RĂZVAN ÎNTREPRINDERE INDIVIDUALĂ,1,8,2,0,1,0,1,0,0,1,0,1,0,0,558
D TROVAS E TROVA OE  AUTO TROVAS,4,6,8,11,0,0,5,6,6,5,0,5,3,3,462.6363636
G&M Automobile,1,10,4,1,0,0,0,1,1,0,0,0,0,1,391
"Auto Andreas Zellingen, Inh. Andrei Sipos-Mocanu",3,3,5,4,2,0,6,0,2,4,0,4,2,0,630
Josef Novotný,1,6,4,2,0,0,2,0,0,1,1,0,2,0,1017.5
Jens Böhnke,1,7,2,1,0,0,1,0,0,1,0,1,0,0,780
Auto - Ecke Dumrose & Grunert Gbr,1,8,1,1,0,0,1,0,1,0,0,1,0,0,356
Pavel Škamrala,3,3,6,9,0,0,9,0,1,8,0,6,3,0,885.5555556
JB auta Zlín s.r.o.,3,6,5,3,1,1,5,0,0,3,2,3,1,1,724
KATSENOS PANAGIOTIS NIKOLAOS,1,10,2,1,0,0,1,0,0,1,0,1,0,0,52
TSOUTSAS DIMITRIOS VASILEIOS,1,6,3,1,0,0,0,1,0,1,0,0,1,0,432
BV PACHA AUTOMOBILE,3,7,3,6,0,0,6,0,0,4,2,6,0,0,524.3333333
SARL AUTO ADAM,6,3,8,25,1,0,25,1,17,9,0,24,2,0,557.8461538
BRK GLOBAL SL,1,9,3,0,1,0,1,0,0,1,0,0,1,0,293
DD-CAR DOMINIK KOWALSKI,1,10,3,0,1,0,0,1,0,1,0,0,1,0,692
DS AUTO Dariusz Stefański,3,8,4,5,0,0,5,0,0,4,1,5,0,0,526.6
"Autopark Moosburg, Inh. Orhan Saciri",1,10,4,2,0,0,2,0,0,0,2,1,0,1,779
"Autopark Bielefeld, Inh. Onur Özel",8,4,9,66,1,0,67,0,21,46,0,65,2,0,562.6567164
Cargo-Impex 2005 Kft,3,7,5,6,1,0,7,0,1,4,2,6,1,0,353.5714286
KAR S & BIKS (KA COMPANY),1,9,6,0,0,1,0,1,1,0,0,0,0,1,698
"D.S. Mobile, Inh. Dajana Schwebe",1,10,2,1,0,0,0,1,1,0,0,1,0,0,240
LIM TRANS 2020 LTD,1,10,3,0,0,1,1,0,0,0,1,0,1,0,301
Auto Schippers B.V.,2,7,8,2,1,0,0,3,3,0,0,0,0,3,856.3333333
AVTOPRODAJA IN ODKUP VOZIL JURE REBSELJ S.P.,3,7,9,3,1,1,0,5,2,3,0,0,0,5,-54.6
JAVIER RODRIGUEZ DOMINGUEZ,1,10,3,1,0,0,1,0,0,1,0,0,1,0,386
ROAD CAR d.o.o.,5,8,9,17,0,0,11,6,0,17,0,3,8,6,792.3529412
"Autohandel Jürgens, Inh. Leon Jürgens",4,4,9,12,0,0,2,10,11,1,0,1,2,9,593.9166667
"""AUTO MALI"" d.o.o.",2,7,3,4,0,0,4,0,0,2,2,4,0,0,406.5
Rovenko Vasyl,3,7,4,7,0,0,7,0,1,4,2,7,0,0,466.4285714
Service24 UG,1,10,1,1,0,0,1,0,0,1,0,1,0,0,349
SARL KS CAR 57,6,2,9,26,0,0,24,2,6,20,0,13,13,0,574.5769231
